premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Shrews live for months. Bafus are shrews.,Bafus live for months.,Goqs are shrews. A Goq does not live for months.,W,Shrews live for months.,Shrews,Bafus,1,W-case,Nonsense
Shrews live for months. Bafus are shrews.,Bafus live for months.,Caterpillars are not shrews. Caterpillars live for months.,N,Shrews live for months.,Shrews,Bafus,1,S-alt,Real
Shrews live for months. Bafus are shrews.,Bafus live for months.,Goqs are not shrews. Goqs live for months.,N,Shrews live for months.,Shrews,Bafus,1,S-alt,Nonsense
Shrews live for months. Bafus are shrews.,Bafus live for months.,Shrews live for two years.,N,Shrews live for months.,Shrews,Bafus,1,N-prop,Real
Shrews live for months. Short-tailed shrews are shrews. Bafus are short-tailed shrews.,Bafus live for months.,Short-tailed shrews live for months.,S,Shrews live for months.,Shrews,Bafus,2,S-case,Real
"Shrews live for months. The pygmy shrew, which lives for 3-6 weeks is a shrew. A Bafu is the pygmy shrew, which lives for 3-6 weeks.",Bafus live for months.,"The pygmy shrew, which lives for 3-6 weeks does not live for months.",W,Shrews live for months.,Shrews,Bafus,2,W-case,Real
Shrews live for months. Dofiks are shrews. Bafus are Dofiks.,Bafus live for months.,Dofiks live for months,S,Shrews live for months.,Shrews,Bafus,2,S-case,Nonsense
Shrews live for months. Dofiks are shrews. Bafus are Dofiks.,Bafus live for months.,A Dofik does not live for months,W,Shrews live for months.,Shrews,Bafus,2,W-case,Nonsense
Pigs die in soil. A Bafu is a pig.,A Bafu dies in soil.,A feral pigs that die of natural causes is a pig. A feral pigs that die of natural causes die in soil.,S,Pigs die in soil.,Pigs,Bafus,1,S-case,Real
Pigs die in soil. A Bafu is a pig.,A Bafu dies in soil.,A Goq is a pig. A Goq die in soil.,S,Pigs die in soil.,Pigs,Bafus,1,S-case,Nonsense
Pigs die in soil. A Bafu is a pig.,A Bafu dies in soil.,Pigs that are killed for meat are pigs. Pigs that are killed for meat do not die in soil.,W,Pigs die in soil.,Pigs,Bafus,1,W-case,Real
Pigs die in soil. A Bafu is a pig.,A Bafu dies in soil.,A Goq is a pig. Goqs do not die in soil.,W,Pigs die in soil.,Pigs,Bafus,1,W-case,Nonsense
Pigs die in soil. A Bafu is a pig.,A Bafu dies in soil.,Germs are not pigs. Germs die in soil.,N,Pigs die in soil.,Pigs,Bafus,1,S-alt,Real
Pigs die in soil. A Bafu is a pig.,A Bafu dies in soil.,A Goq is not a pig. A Goq die in soil.,N,Pigs die in soil.,Pigs,Bafus,1,S-alt,Nonsense
Pigs die in soil. A Bafu is a pig.,A Bafu dies in soil.,Pigs die in an environment with high levels of ammonia.,N,Pigs die in soil.,Pigs,Bafus,1,N-prop,Real
Pigs die in soil. A feral pigs that die of natural causes is a pig. A Bafu is a feral pigs that die of natural causes.,A Bafu dies in soil.,A feral pigs that die of natural causes die in soil.,S,Pigs die in soil.,Pigs,Bafus,2,S-case,Real
Pigs die in soil. Pigs that are killed for meat are pigs. Bafus are pigs that are killed for meat.,A Bafu dies in soil.,Pigs that are killed for meat do not die in soil.,W,Pigs die in soil.,Pigs,Bafus,2,W-case,Real
Pigs die in soil. A Dofik is a pig. A Bafu is a Dofik.,A Bafu dies in soil.,A Dofik die in soil,S,Pigs die in soil.,Pigs,Bafus,2,S-case,Nonsense
Pigs die in soil. A Dofik is a pig. A Bafu is a Dofik.,A Bafu dies in soil.,Dofiks do not die in soil,W,Pigs die in soil.,Pigs,Bafus,2,W-case,Nonsense
Wolf spiders dig burrows. Wumoxes are spiders.,Wumoxes dig burrows.,Wolf spiders are spiders. Wolf spiders dig burrows.,S,Wolf spiders dig burrows.,spiders,Wumoxes,1,S-case,Real
Wolf spiders dig burrows. Wumoxes are spiders.,Wumoxes dig burrows.,Bafus are spiders. Bafus dig burrows.,S,Wolf spiders dig burrows.,spiders,Wumoxes,1,S-case,Nonsense
Wolf spiders dig burrows. Wumoxes are spiders.,Wumoxes dig burrows.,Spiders that are on the move to find a mate are spiders. Spiders that are on the move to find a mate do not dig burrows.,W,Wolf spiders dig burrows.,spiders,Wumoxes,1,W-case,Real
Wolf spiders dig burrows. Wumoxes are spiders.,Wumoxes dig burrows.,Bafus are spiders. Bafus do not dig burrows.,W,Wolf spiders dig burrows.,spiders,Wumoxes,1,W-case,Nonsense
Wolf spiders dig burrows. Wumoxes are spiders.,Wumoxes dig burrows.,Prairie dogs are not spiders. Prairie dogs dig burrows.,N,Wolf spiders dig burrows.,spiders,Wumoxes,1,S-alt,Real
Wolf spiders dig burrows. Wumoxes are spiders.,Wumoxes dig burrows.,Bafus are not spiders. Bafus dig burrows.,N,Wolf spiders dig burrows.,spiders,Wumoxes,1,S-alt,Nonsense
Wolf spiders dig burrows. Wumoxes are spiders.,Wumoxes dig burrows.,Funnel web spiders dig burrows.,N,Wolf spiders dig burrows.,spiders,Wumoxes,1,N-prop,Real
Wolf spiders dig burrows. Wolf spiders are spiders. Wumoxes are wolf spiders.,Wumoxes dig burrows.,Wolf spiders dig burrows.,S,Wolf spiders dig burrows.,spiders,Wumoxes,2,S-case,Real
Wolf spiders dig burrows. Spiders that are on the move to find a mate are spiders. Wumoxes are spiders that are on the move to find a mate.,Wumoxes dig burrows.,Spiders that are on the move to find a mate do not dig burrows.,W,Wolf spiders dig burrows.,spiders,Wumoxes,2,W-case,Real
Wolf spiders dig burrows. Goqs are spiders. Wumoxes are Goqs.,Wumoxes dig burrows.,Goqs dig burrows,S,Wolf spiders dig burrows.,spiders,Wumoxes,2,S-case,Nonsense
Wolf spiders dig burrows. Goqs are spiders. Wumoxes are Goqs.,Wumoxes dig burrows.,Goqs do not dig burrows,W,Wolf spiders dig burrows.,spiders,Wumoxes,2,W-case,Nonsense
Dandelions prevent lipid oxidation. A Yeb is a dandelion.,A Yeb prevents lipid oxidation.,A korean dandelion (xanthium strumarium) is a dandelion. A korean dandelion (xanthium strumarium) prevent lipid oxidation.,S,Dandelions prevent lipid oxidation.,Dandelions,Yebs,1,S-case,Real
Dandelions prevent lipid oxidation. A Yeb is a dandelion.,A Yeb prevents lipid oxidation.,A Wumox is a dandelion. A Wumox prevent lipid oxidation.,S,Dandelions prevent lipid oxidation.,Dandelions,Yebs,1,S-case,Nonsense
Dandelions prevent lipid oxidation. A Yeb is a dandelion.,A Yeb prevents lipid oxidation.,Dandelions that are used with an oil that is already oxidized are dandelions. Dandelions that are used with an oil that is already oxidized do not prevent lipid oxidation.,W,Dandelions prevent lipid oxidation.,Dandelions,Yebs,1,W-case,Real
Dandelions prevent lipid oxidation. A Yeb is a dandelion.,A Yeb prevents lipid oxidation.,A Wumox is a dandelion. Wumoxes do not prevent lipid oxidation.,W,Dandelions prevent lipid oxidation.,Dandelions,Yebs,1,W-case,Nonsense
Dandelions prevent lipid oxidation. A Yeb is a dandelion.,A Yeb prevents lipid oxidation.,The presence of polyphenols in red wine is not a dandelion. The presence of polyphenols in red wine prevents lipid oxidation.,N,Dandelions prevent lipid oxidation.,Dandelions,Yebs,1,S-alt,Real
Dandelions prevent lipid oxidation. A Yeb is a dandelion.,A Yeb prevents lipid oxidation.,A Wumox is not a dandelion. A Wumox prevent lipid oxidation.,N,Dandelions prevent lipid oxidation.,Dandelions,Yebs,1,S-alt,Nonsense
Dandelions prevent lipid oxidation. A korean dandelion (xanthium strumarium) is a dandelion. A Yeb is a korean dandelion (xanthium strumarium).,A Yeb prevents lipid oxidation.,A korean dandelion (xanthium strumarium) prevent lipid oxidation.,S,Dandelions prevent lipid oxidation.,Dandelions,Yebs,2,S-case,Real
Dandelions prevent lipid oxidation. Dandelions that are used with an oil that is already oxidized are dandelions. Yebs are dandelions that are used with an oil that is already oxidized.,A Yeb prevents lipid oxidation.,Dandelions that are used with an oil that is already oxidized do not prevent lipid oxidation.,W,Dandelions prevent lipid oxidation.,Dandelions,Yebs,2,W-case,Real
Dandelions prevent lipid oxidation. A Bafu is a dandelion. A Yeb is a Bafu.,A Yeb prevents lipid oxidation.,A Bafu prevent lipid oxidation,S,Dandelions prevent lipid oxidation.,Dandelions,Yebs,2,S-case,Nonsense
Dandelions prevent lipid oxidation. A Bafu is a dandelion. A Yeb is a Bafu.,A Yeb prevents lipid oxidation.,Bafus do not prevent lipid oxidation,W,Dandelions prevent lipid oxidation.,Dandelions,Yebs,2,W-case,Nonsense
Wallabies live on grassland. Dofiks are wallabies.,Dofiks live on grassland.,Bennett's wallabies are wallabies. Bennett's wallabies live on grassland.,S,Wallabies live on grassland.,Wallabies,Dofiks,1,S-case,Real
Wallabies live on grassland. Dofiks are wallabies.,Dofiks live on grassland.,Yebs are wallabies. Yebs live on grassland.,S,Wallabies live on grassland.,Wallabies,Dofiks,1,S-case,Nonsense
Wallabies live on grassland. Dofiks are wallabies.,Dofiks live on grassland.,"The tammar wallaby, which lives in shrublands and woodlands is a wallaby. The tammar wallaby, which lives in shrublands and woodlands does not live on grassland.",W,Wallabies live on grassland.,Wallabies,Dofiks,1,W-case,Real
Wallabies live on grassland. Dofiks are wallabies.,Dofiks live on grassland.,Yebs are wallabies. A Yeb does not live on grassland.,W,Wallabies live on grassland.,Wallabies,Dofiks,1,W-case,Nonsense
Wallabies live on grassland. Dofiks are wallabies.,Dofiks live on grassland.,Grasshoppers are not wallabies. Grasshoppers live on grassland.,N,Wallabies live on grassland.,Wallabies,Dofiks,1,S-alt,Real
Wallabies live on grassland. Dofiks are wallabies.,Dofiks live on grassland.,Yebs are not wallabies. Yebs live on grassland.,N,Wallabies live on grassland.,Wallabies,Dofiks,1,S-alt,Nonsense
Wallabies live on grassland. Dofiks are wallabies.,Dofiks live on grassland.,Wallabies live on shrubs and small trees.,N,Wallabies live on grassland.,Wallabies,Dofiks,1,N-prop,Real
Wallabies live on grassland. Bennett's wallabies are wallabies. Dofiks are bennett's wallabies.,Dofiks live on grassland.,Bennett's wallabies live on grassland.,S,Wallabies live on grassland.,Wallabies,Dofiks,2,S-case,Real
"Wallabies live on grassland. The tammar wallaby, which lives in shrublands and woodlands is a wallaby. A Dofik is the tammar wallaby, which lives in shrublands and woodlands.",Dofiks live on grassland.,"The tammar wallaby, which lives in shrublands and woodlands does not live on grassland.",W,Wallabies live on grassland.,Wallabies,Dofiks,2,W-case,Real
Wallabies live on grassland. Wumoxes are wallabies. Dofiks are Wumoxes.,Dofiks live on grassland.,Wumoxes live on grassland,S,Wallabies live on grassland.,Wallabies,Dofiks,2,S-case,Nonsense
Wallabies live on grassland. Wumoxes are wallabies. Dofiks are Wumoxes.,Dofiks live on grassland.,A Wumox does not live on grassland,W,Wallabies live on grassland.,Wallabies,Dofiks,2,W-case,Nonsense
Rats live in deserts. A Wumox is a rat.,A Wumox lives in deserts.,A sand rat is a rat. A sand rat lives in deserts.,S,Rats live in deserts.,Rats,Wumoxes,1,S-case,Real
Rats live in deserts. A Wumox is a rat.,A Wumox lives in deserts.,A Bafu is a rat. A Bafu lives in deserts.,S,Rats live in deserts.,Rats,Wumoxes,1,S-case,Nonsense
Rats live in deserts. A Wumox is a rat.,A Wumox lives in deserts.,"Rats that live near water (near rivers, lakes, and the ocean), or are rats. Rats that live near water (near rivers, lakes, and the ocean), or do not live in deserts.",W,Rats live in deserts.,Rats,Wumoxes,1,W-case,Real
Rats live in deserts. A Wumox is a rat.,A Wumox lives in deserts.,A Bafu is a rat. Bafus do not live in deserts.,W,Rats live in deserts.,Rats,Wumoxes,1,W-case,Nonsense
Rats live in deserts. A Wumox is a rat.,A Wumox lives in deserts.,Camels are not rats. Camels live in deserts.,N,Rats live in deserts.,Rats,Wumoxes,1,S-alt,Real
Rats live in deserts. A Wumox is a rat.,A Wumox lives in deserts.,A Bafu is not a rat. A Bafu lives in deserts.,N,Rats live in deserts.,Rats,Wumoxes,1,S-alt,Nonsense
Rats live in deserts. A Wumox is a rat.,A Wumox lives in deserts.,Rats live in the rainforest.,N,Rats live in deserts.,Rats,Wumoxes,1,N-prop,Real
Rats live in deserts. A sand rat is a rat. A Wumox is a sand rat.,A Wumox lives in deserts.,A sand rat lives in deserts.,S,Rats live in deserts.,Rats,Wumoxes,2,S-case,Real
"Rats live in deserts. Rats that live near water (near rivers, lakes, and the ocean), or are rats. Wumoxes are rats that live near water (near rivers, lakes, and the ocean), or.",A Wumox lives in deserts.,"Rats that live near water (near rivers, lakes, and the ocean), or do not live in deserts.",W,Rats live in deserts.,Rats,Wumoxes,2,W-case,Real
Rats live in deserts. A Goq is a rat. A Wumox is a Goq.,A Wumox lives in deserts.,A Goq lives in deserts,S,Rats live in deserts.,Rats,Wumoxes,2,S-case,Nonsense
Rats live in deserts. A Goq is a rat. A Wumox is a Goq.,A Wumox lives in deserts.,Goqs do not live in deserts,W,Rats live in deserts.,Rats,Wumoxes,2,W-case,Nonsense
Brown bears inhabit northern coasts. A Goq is a brown bear.,A Goq inhabits northern coasts.,An eurasian brown bear is a brown bear. An eurasian brown bear inhabits northern coasts.,S,Brown bears inhabit northern coasts.,Brown bears,Goqs,1,S-case,Real
Brown bears inhabit northern coasts. A Goq is a brown bear.,A Goq inhabits northern coasts.,A Dofik is a brown bear. A Dofik inhabits northern coasts.,S,Brown bears inhabit northern coasts.,Brown bears,Goqs,1,S-case,Nonsense
Brown bears inhabit northern coasts. A Goq is a brown bear.,A Goq inhabits northern coasts.,"Brown bears that live in forests, like the ones in the eastern united states are brown bears. Brown bears that live in forests, like the ones in the eastern united states do not inhabit northern coasts.",W,Brown bears inhabit northern coasts.,Brown bears,Goqs,1,W-case,Real
Brown bears inhabit northern coasts. A Goq is a brown bear.,A Goq inhabits northern coasts.,A Dofik is a brown bear. Dofiks do not inhabit northern coasts.,W,Brown bears inhabit northern coasts.,Brown bears,Goqs,1,W-case,Nonsense
Brown bears inhabit northern coasts. A Goq is a brown bear.,A Goq inhabits northern coasts.,White-tailed eagles are not brown bears. White-tailed eagles inhabit northern coasts.,N,Brown bears inhabit northern coasts.,Brown bears,Goqs,1,S-alt,Real
Brown bears inhabit northern coasts. A Goq is a brown bear.,A Goq inhabits northern coasts.,A Dofik is not a brown bear. A Dofik inhabits northern coasts.,N,Brown bears inhabit northern coasts.,Brown bears,Goqs,1,S-alt,Nonsense
Brown bears inhabit northern coasts. A Goq is a brown bear.,A Goq inhabits northern coasts.,Brown bears inhabit the Rocky Mountains.,N,Brown bears inhabit northern coasts.,Brown bears,Goqs,1,N-prop,Real
Brown bears inhabit northern coasts. An eurasian brown bear is a brown bear. A Goq is an eurasian brown bear.,A Goq inhabits northern coasts.,An eurasian brown bear inhabits northern coasts.,S,Brown bears inhabit northern coasts.,Brown bears,Goqs,2,S-case,Real
"Brown bears inhabit northern coasts. Brown bears that live in forests, like the ones in the eastern united states are brown bears. Goqs are brown bears that live in forests, like the ones in the eastern united states.",A Goq inhabits northern coasts.,"Brown bears that live in forests, like the ones in the eastern united states do not inhabit northern coasts.",W,Brown bears inhabit northern coasts.,Brown bears,Goqs,2,W-case,Real
Brown bears inhabit northern coasts. A Yeb is a brown bear. A Goq is a Yeb.,A Goq inhabits northern coasts.,A Yeb inhabits northern coasts,S,Brown bears inhabit northern coasts.,Brown bears,Goqs,2,S-case,Nonsense
Brown bears inhabit northern coasts. A Yeb is a brown bear. A Goq is a Yeb.,A Goq inhabits northern coasts.,Yebs do not inhabit northern coasts,W,Brown bears inhabit northern coasts.,Brown bears,Goqs,2,W-case,Nonsense
Panthers eat monkeys. A Dofik is a panther.,A Dofik eats monkeys.,A panthera leo is a panther. A panthera leo eats monkeys.,S,Panthers eat monkeys.,Panthers,Dofiks,1,S-case,Real
Panthers eat monkeys. A Dofik is a panther.,A Dofik eats monkeys.,A Yeb is a panther. A Yeb eats monkeys.,S,Panthers eat monkeys.,Panthers,Dofiks,1,S-case,Nonsense
Panthers eat monkeys. A Dofik is a panther.,A Dofik eats monkeys.,Panthers that live in an area where there are no monkeys are panthers. Panthers that live in an area where there are no monkeys do not eat monkeys.,W,Panthers eat monkeys.,Panthers,Dofiks,1,W-case,Real
